subjid,gameid,b,age,set,ha,pha,la,lotnuma,hb,phb,lb,lotnumb,amb,corr,order,trial,payoff,forgone,rt,feedback,block,eva,evb,skewa,skewb,dominance,hapwa,lapwa,hapwb,lapwb,relativeorder,Gender,Location,Condition,ShapeA,ShapeB,diffev,change_reactiontime,behavior_change_af
60034,171,0,28,6,-8,1,-8,1,7,.25,-14,9,0,0,19,18,-8,-14,650,1,4,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.63333333,2,1,1,1,4,.75,113,0
60034,171,0,28,6,-8,1,-8,1,7,.25,-14,9,0,0,19,19,-8,-14,583,1,4,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.63333333,2,1,1,1,4,.75,-67,0
60034,171,0,28,6,-8,1,-8,1,7,.25,-14,9,0,0,19,20,-8,-14,713,1,4,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.63333333,2,1,1,1,4,.75,130,0
60034,171,0,28,6,-8,1,-8,1,7,.25,-14,9,0,0,19,21,-8,-14,639,1,5,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.63333333,2,1,1,1,4,.75,-30.5,0
60034,171,0,28,6,-8,1,-8,1,7,.25,-14,9,0,0,19,22,-8,9,524,1,5,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.63333333,2,1,1,1,4,.75,-115,0
60034,171,0,28,6,-8,1,-8,1,7,.25,-14,9,0,0,19,23,-8,-14,677,1,5,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.63333333,2,1,1,1,4,.75,153,0
60034,171,0,28,6,-8,1,-8,1,7,.25,-14,9,0,0,19,24,-8,-14,890,1,5,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.63333333,2,1,1,1,4,.75,213,0
60034,171,0,28,6,-8,1,-8,1,7,.25,-14,9,0,0,19,25,-8,-14,517,1,5,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.63333333,2,1,1,1,4,.75,-373,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,1,4,-38,19742,0,1,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-4753.25,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,2,10,32,2582,0,1,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-17160,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,3,4,-38,1108,0,1,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-1474,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,4,4,32,980,0,1,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-128,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,5,4,-38,729,0,1,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-251,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,6,4,32,695,1,2,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,390,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,7,4,-38,3356,1,2,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,2661,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,8,14,32,1750,1,2,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-1606,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,9,4,32,1454,1,2,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-296,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,10,16,-38,2255,1,2,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,801,0
60034,178,0,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,11,-38,4,1204,1,3,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-110,0
60034,178,0,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,12,32,4,1735,1,3,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,531,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,13,14,32,1118,1,3,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-617,1
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,14,16,32,711,1,3,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-407,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,15,4,-38,764,1,3,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,53,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,16,4,32,795,1,4,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-13,1
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,17,4,32,739,1,4,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-56,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,18,4,-38,546,1,4,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-193,0
60034,178,0,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,19,32,4,643,1,4,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,97,1
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,20,16,-38,743,1,4,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,100,1
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,21,14,-38,709,1,5,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-36.5,1
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,22,14,32,1003,1,5,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,294,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,23,16,32,720,1,5,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-283,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,24,4,32,694,1,5,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-26,0
60034,178,1,28,6,32,.60000002,-38,1,14,.2,4,3,0,0,2,25,16,32,563,1,5,4,6,-.40824831,1.7158873,1,1.2,.2,.2,.40000001,.06666667,2,1,1,1,2,-2,-131,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,1,2,16,21016,0,1,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,-5059.5,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,2,2,16,1057,0,1,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,-19959,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,3,2,16,1191,0,1,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,134,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,4,2,16,3017,0,1,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,1826,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,5,2,16,778,0,1,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,-2239,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,6,2,46,633,1,2,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,53.75,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,7,65,16,701,1,2,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,68,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,8,2,16,819,1,2,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,118,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,9,2,16,644,1,2,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,-175,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,10,2,16,848,1,2,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,204,0
60044,154,0,25,6,46,.1,16,1,65,.2,2,5,1,0,16,11,16,2,2265,1,3,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,-421,0
60044,154,0,25,6,46,.1,16,1,65,.2,2,5,1,0,16,12,16,65,1087,1,3,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,-1178,0
60044,154,0,25,6,46,.1,16,1,65,.2,2,5,1,0,16,13,16,64,1646,1,3,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,559,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,14,2,16,1148,1,3,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,-498,1
60044,154,0,25,6,46,.1,16,1,65,.2,2,5,1,0,16,15,16,2,581,1,3,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,-567,1
60044,154,0,25,6,46,.1,16,1,65,.2,2,5,1,0,16,16,16,2,1272,1,4,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,486,1
60044,154,0,25,6,46,.1,16,1,65,.2,2,5,1,0,16,17,16,66,572,1,4,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,-700,0
60044,154,0,25,6,46,.1,16,1,65,.2,2,5,1,0,16,18,16,2,727,1,4,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,155,0
60044,154,0,25,6,46,.1,16,1,65,.2,2,5,1,0,16,19,16,2,605,1,4,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,-122,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,20,2,16,3216,1,4,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,2611,1
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,21,2,16,542,1,5,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,216.25,1
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,22,2,16,536,1,5,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,-6,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,23,2,16,602,1,5,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,66,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,24,2,16,2125,1,5,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,1523,0
60044,154,1,25,6,46,.1,16,1,65,.2,2,5,1,0,16,25,2,16,1407,1,5,19,14.6,2.6666667,1.5011804,1,.2,.44999999,.025,.40000001,.53333336,1,1,1,1,4,4.3999996,-718,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,1,14,16,6556,0,1,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-1510.25,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,2,33,16,612,0,1,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-5944,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,3,14,16,2087,0,1,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,1475,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,4,33,16,561,0,1,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-1526,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,5,14,16,515,0,1,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-46,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,6,33,16,1460,1,2,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-217.5,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,7,33,16,956,1,2,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-504,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,8,33,16,528,1,2,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-428,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,9,14,16,634,1,2,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,106,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,10,14,16,590,1,2,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-44,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,11,33,16,432,1,3,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,34.5,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,12,14,16,575,1,3,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,143,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,13,14,16,593,1,3,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,18,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,14,33,16,685,1,3,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,92,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,15,33,16,570,1,3,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-115,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,16,14,16,684,1,4,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-10,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,17,14,16,601,1,4,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-83,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,18,33,16,532,1,4,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-69,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,19,33,16,710,1,4,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,178,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,20,33,16,644,1,4,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-66,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,21,14,16,665,1,5,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-26,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,22,14,16,693,1,5,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,28,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,23,33,16,635,1,5,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-58,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,24,33,16,551,1,5,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,-84,0
60044,157,1,25,6,16,1,16,1,33,.5,14,1,0,0,14,25,33,16,561,1,5,16,23.5,0,0,1,2,.5,1,.25,.46666667,1,1,1,1,1,-7.5,10,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,1,25,35,10562,0,1,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-2114.75,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,2,55,29,604,0,1,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-9958,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,3,25,35,991,0,1,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,387,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,4,27,33,580,0,1,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-411,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,5,25,19,2103,0,1,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,1523,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,6,25,19,681,1,2,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,77,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,7,39,19,582,1,2,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-99,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,8,27,35,561,1,2,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-21,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,9,27,35,563,1,2,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,2,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,10,25,33,989,1,2,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,426,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,11,27,19,698,1,3,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-41.5,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,12,25,19,1647,1,3,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,949,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,13,27,19,549,1,3,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-1098,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,14,27,33,695,1,3,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,146,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,15,25,35,532,1,3,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-163,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,16,25,19,726,1,4,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-23.75,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,17,27,33,492,1,4,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-234,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,18,27,19,725,1,4,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,233,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,19,27,19,651,1,4,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-74,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,20,31,19,631,1,4,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-20,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,21,55,19,732,1,5,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-25,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,22,25,19,546,1,5,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-186,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,23,25,35,588,1,5,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,42,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,24,55,29,543,1,5,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,-45,0
60044,170,0,25,6,30,.99000001,28,6,30,.60000002,19,6,0,0,27,25,25,19,632,1,5,29.98,25.6,3.756382,-2.2274313,1,.061875001,.2475,.60000002,.0093750004,.89999998,1,1,1,3,2,4.3799992,89,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,1,-14,-8,40587,0,1,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,-9916.5,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,2,-14,-8,634,0,1,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,-39953,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,3,5,-8,1710,0,1,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,1076,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,4,8,-8,630,0,1,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,-1080,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,5,-14,-8,921,0,1,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,291,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,6,-14,-8,869,1,2,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,-81.75,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,7,7,-8,534,1,2,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,-335,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,8,-14,-8,672,1,2,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,138,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,9,-14,-8,509,1,2,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,-163,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,10,-14,-8,542,1,2,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,33,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,11,-14,-8,464,1,3,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,86.25,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,12,-14,-8,456,1,3,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,-8,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,13,6,-8,559,1,3,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,103,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,14,-14,-8,2321,1,3,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,1762,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,15,-14,-8,809,1,3,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,-1512,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,16,-14,-8,841,1,4,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,7.75,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,17,-14,-8,466,1,4,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,-375,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,18,-14,-8,874,1,4,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,408,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,19,-14,-8,644,1,4,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,-230,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,20,-14,-8,872,1,4,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,228,0
60044,171,1,25,6,-8,1,-8,1,7,.25,-14,9,0,0,21,21,-14,-8,571,1,5,-8,-8.75,0,1.1754433,1,2,.5,.001953125,.375,.69999999,1,1,1,1,4,.75,1545,0
