subjid,gameid,b,age,set,ha,pha,la,lotnuma,hb,phb,lb,lotnumb,amb,corr,order,trial,payoff,forgone,block,eva,evb,skewa,skewb,dominance,hapwa,lapwa,hapwb,lapwb,Gender,Location,Condition,ShapeA,ShapeB,diffev,predicted_class1,predicted_class2
61009,160,1,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,2,23,60,1,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,1,1
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,3,60,23,1,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,4,19,23,1,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,1
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,5,19,34,1,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,6,19,34,2,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,7,60,23,2,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,8,19,34,2,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,9,60,23,2,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,10,19,34,2,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,11,19,34,3,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,12,19,34,3,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,13,19,34,3,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,14,60,23,3,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,15,19,34,3,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,16,19,23,4,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,17,19,34,4,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,18,19,34,4,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,19,19,34,4,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,20,19,34,4,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,21,19,34,5,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,22,19,23,5,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,23,19,34,5,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,24,19,34,5,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,160,0,23,6,60,0.1,19,1,34,0.80000001,23,1,0,-1,5,25,19,34,5,23.1,31.799999,2.6666667,-1.5,1,0.2,0.44999999,1.6,0.1,2,2,1,1,1,-8.6999989,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,1,1,-4,1,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,2,1,-4,1,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,1
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,3,1,-4,1,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,4,1,-4,1,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,5,1,-4,1,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,6,1,-4,2,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,7,1,-4,2,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,8,1,-4,2,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,9,1,-4,2,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,10,1,-4,2,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,11,1,-4,3,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,12,1,-4,3,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,13,1,-4,3,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,14,1,-4,3,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,15,1,-4,3,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,16,1,-4,4,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,17,1,-4,4,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,18,1,-4,4,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,19,1,-4,4,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,20,1,-4,4,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,21,1,-4,5,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,22,1,-4,5,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,23,1,-4,5,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,24,1,-4,5,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,164,0,23,6,1,0.5,1,1,40,0.0099999998,-4,1,0,0,15,25,1,-4,5,1.0,-3.5599999,0.0,9.849371,1,1.0,0.25,0.02,0.495,2,2,1,1,1,4.5599999,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,1,8,58,1,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,1,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,2,8,58,1,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,1,1
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,3,8,0,1,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,4,26,0,1,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,1,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,5,8,0,1,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,6,8,58,2,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,1,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,7,8,0,2,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,8,8,0,2,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,9,8,0,2,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,10,8,0,2,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,11,8,0,3,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,12,8,0,3,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,13,8,0,3,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,14,8,0,3,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,15,30,0,3,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,1,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,16,8,0,4,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,17,8,0,4,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,18,8,0,4,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,19,8,0,4,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,20,8,0,4,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,21,8,0,5,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,22,8,58,5,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,23,8,0,5,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,24,8,0,5,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,169,1,23,6,58,0.1,0,1,26,0.2,8,3,1,-1,9,25,8,0,5,5.8000002,11.6,2.6666667,1.5897993,1,0.2,0.44999999,0.1,0.40000001,2,2,1,1,3,-5.8000002,0,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,1,52,35,1,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,0,0
61009,179,0,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,2,35,21,1,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,0,1
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,3,54,37,1,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,0,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,4,48,36,1,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,0,1
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,5,21,37,1,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,1,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,6,21,36,2,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,1,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,7,52,35,2,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,0,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,8,21,37,2,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,1,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,9,54,38,2,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,0,1
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,10,21,37,2,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,1,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,11,21,37,3,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,1,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,12,21,-18,3,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,0,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,13,21,37,3,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,1,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,14,21,-18,3,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,0,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,15,21,-18,3,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,0,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,16,21,-18,4,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,0,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,17,21,36,4,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,1,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,18,21,36,4,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,1,0
61009,179,0,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,19,36,21,4,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,0,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,20,54,38,4,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,0,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,21,21,37,5,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,1,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,22,21,36,5,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,1,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,23,21,-18,5,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,0,0
61009,179,0,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,24,37,21,5,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,0,0
61009,179,1,23,6,36,0.80000001,-18,5,52,0.25,21,3,0,0,1,25,21,38,5,25.200001,28.75,-1.4935849,1.1819271,1,0.1,0.1,0.25,0.375,2,2,1,4,2,-3.5499992,1,0
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,1,12,6,1,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,2,12,6,1,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,1
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,3,15,40,1,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,1,0
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,4,15,39,1,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,1,0
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,5,15,39,1,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,1,0
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,6,15,6,2,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,7,15,6,2,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,8,15,39,2,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,1,0
61026,153,0,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,9,39,15,2,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,10,15,6,2,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,11,15,40,3,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,0,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,12,6,15,3,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,13,12,6,3,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,0,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,14,6,15,3,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,0,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,15,6,15,3,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,1
61026,153,0,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,16,38,15,4,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,17,15,6,4,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,0,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,18,6,15,4,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,19,15,39,4,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,0,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,20,6,15,4,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,21,15,6,5,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,0,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,22,6,15,5,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,1,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,23,15,6,5,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,0,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,24,41,15,5,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,153,0,33,6,39,0.40000001,6,5,15,0.94999999,12,1,0,1,29,25,39,15,5,19.200001,14.85,0.41292325,-4.1294832,1,0.050000001,0.30000001,1.9,0.025,2,2,1,4,1,4.3500004,0,0
61026,154,0,33,6,46,0.1,16,1,65,0.2,2,5,1,0,23,1,16,67,1,19.0,14.6,2.6666667,1.5011804,1,0.2,0.44999999,0.025,0.40000001,2,2,1,1,4,4.3999996,0,0
